dataset,method_name,top_k,split,run_name,n_queries,average_chunk_tokens,source_path,gold_recall@5,gold_mrr@5,gold_ndcg@5,silver_loose_recall@5,silver_loose_mrr@5,silver_loose_ndcg@5,union_loose_recall@5,union_loose_mrr@5,union_loose_ndcg@5,gold_hit@5,silver_strict_hit@5,strict_union_hit@5,gold_recall@10,gold_mrr@10,gold_ndcg@10,silver_loose_recall@10,silver_loose_mrr@10,silver_loose_ndcg@10,union_loose_recall@10,union_loose_mrr@10,union_loose_ndcg@10,gold_hit@10,silver_strict_hit@10,strict_union_hit@10
loogle,hyde,5,test,loogle_retrieval_ablation_hyde,534,479.371362048894,loogle/hyde/top_5/loogle_retrieval_ablation_hyde/leaderboard_row.json,0.703900580552,0.498113207547,0.549177626211,0.375,0.333333333333,0.326643399096,0.701436905791,0.496878901373,0.547510703162,0.711320754717,0.25,0.707865168539,,,,,,,,,,,,
loogle,hyde,10,test,loogle_retrieval_ablation_hyde,534,479.371362048894,loogle/hyde/top_10/loogle_retrieval_ablation_hyde/leaderboard_row.json,,,,,,,,,,,,,0.810867198839,0.512280622941,0.583687541933,0.5,0.369047619047,0.377738998493,0.808538605589,0.511207716545,0.582144856214,0.816981132075,0.25,0.812734082397
